trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260813,601818.SH,光大银行,股份行,一般,3.02,6.67,5.0,0.175,2025,0.58,0.54,0.5532584083401892,5.59,4.6,4.72,3.602,3.5,3.5,3.675,射击范围,5.79,0.35,1784.0
20260813,600016.SH,民生银行,股份行,一般,3.47,6.67,5.0,0.189,2025,0.63,0.613,0.6122573723591549,5.66,4.97,5.18,4.089,3.78,3.78,3.969,射击范围,5.45,0.26,1519.0
20260813,002807.SZ,江阴银行,农商行,一般,3.95,6.67,4.5,0.22,2025,0.8326,0.9488,0.9147799619337373,4.16,5.22,5.2,6.329,4.889,4.889,5.109,射击范围,5.06,0.54,107.0
20260813,603323.SH,苏农银行,农商行,一般,4.15,6.67,4.5,0.21,2025,1.01,1.198,1.1394233482761618,3.46,4.51,4.46,7.991,4.667,4.667,4.877,射击范围,4.6,0.48,92.0
20260813,002839.SZ,张家港行,农商行,一般,4.3,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.27,5.31,5.27,5.443,4.889,4.889,5.109,射击范围,5.12,0.55,105.0
20260813,601169.SH,北京银行,城商行,一般,4.99,6.67,5.0,0.278,2025,0.78,0.861,0.7366362141753192,5.8,5.25,5.14,5.743,5.56,5.56,5.838,射击范围,5.57,0.37,1055.0
20260813,601997.SH,贵阳银行,城商行,一般,5.59,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.5,3.89,3.87,8.277,6.667,6.667,6.967,射击范围,5.37,0.31,204.0
20260813,601128.SH,常熟银行,农商行,优秀,6.13,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.18,5.3,5.15,11.244,7.714,7.714,7.984,射击范围,4.0,0.7,224.0
20260813,600015.SH,华夏银行,股份行,一般,6.66,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.87,3.9,3.91,11.466,8.4,8.4,8.82,射击范围,6.31,0.33,1060.0
20260813,601825.SH,沪农商行,农商行,一般,8.52,6.67,5.0,0.435,2025,1.28,1.365,1.3365213558831461,6.24,6.67,6.66,9.105,8.7,8.7,9.135,射击范围,5.11,0.62,822.0
20260813,601577.SH,长沙银行,城商行,优秀,9.18,7.67,4.0,0.43000000000000005,2025,1.93,2.054,2.039501975161973,4.47,4.55,4.48,15.754,10.75,10.75,11.18,射击范围,4.68,0.5,369.0
20260813,601229.SH,上海银行,城商行,一般,9.31,6.67,5.0,0.52,2025,1.65,1.684,1.695587498343932,5.53,5.47,5.46,11.232,10.4,10.4,10.92,射击范围,5.59,0.52,1323.0
20260813,601009.SH,南京银行,城商行,优秀,11.21,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.0,6.36,6.22,14.32,11.759,11.759,12.288,射击范围,4.72,0.74,1386.0
20260813,000001.SZ,平安银行,股份行,一般,11.25,6.67,4.0,0.596,2025,2.07,2.269,2.180098035232008,4.96,5.12,5.07,15.134,14.9,14.9,15.496,射击范围,5.3,0.47,2183.0
20260813,600919.SH,江苏银行,城商行,优秀,11.69,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.07,6.22,6.08,14.78,14.103,14.103,14.667,射击范围,4.83,0.81,2145.0
20260813,600926.SH,杭州银行,城商行,优秀,16.18,7.67,3.5,0.66,2025,2.66,3.205,3.124812035915901,5.05,6.16,5.97,24.582,18.857,18.857,19.517,射击范围,4.08,0.84,1173.0
20260813,601838.SH,成都银行,城商行,优秀,18.16,7.67,4.0,0.921,2025,3.07,3.593,3.401342838909272,5.05,5.79,5.73,27.558,23.025,23.025,23.946,射击范围,5.07,0.84,770.0
20260813,601166.SH,兴业银行,股份行,优秀,18.17,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.51,4.96,4.96,25.288,26.65,25.288,26.354,射击范围,5.87,0.46,3845.0
20260813,002142.SZ,宁波银行,城商行,优秀,32.29,7.67,3.0,1.2,2025,4.29,4.567,4.6425832411471735,7.07,7.27,7.08,35.029,40.0,35.029,36.229,射击范围,3.72,0.92,2132.0
20260813,600036.SH,招商银行,股份行,优秀,38.77,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.31,6.51,6.49,47.14,57.6,47.14,49.156,射击范围,5.2,0.86,9778.0
20260813,601528.SH,瑞丰银行,农商行,一般,4.86,6.67,4.5,0.21,2025,1.0,1.009,1.0350407790721745,4.82,4.85,4.86,6.73,4.667,4.667,4.877,参考上车,4.32,0.47,95.0
20260813,600908.SH,无锡银行,农商行,一般,5.4,6.67,4.5,0.24,2025,1.01,1.068,1.0732905940153838,5.06,5.13,5.1,7.124,5.333,5.333,5.573,参考上车,4.44,0.51,119.0
20260813,601077.SH,渝农商行,农商行,一般,6.53,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,5.95,6.11,6.02,7.324,6.418,6.418,6.739,参考上车,4.91,0.55,742.0
20260813,601998.SH,中信银行,股份行,一般,7.69,6.67,5.0,0.381,2025,1.2,1.275,1.233911969232093,6.03,6.06,6.01,8.504,7.62,7.62,8.001,参考上车,4.95,0.58,4279.0
20260813,002936.SZ,郑州银行,城商行,一般,1.77,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.07,8.49,8.25,0.56,0.444,0.444,0.464,等待 · 需跌73.8%,,0.35,161.0
20260813,001227.SZ,兰州银行,城商行,一般,2.14,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.13,6.54,6.63,2.001,1.778,1.778,1.858,等待 · 需跌13.2%,3.74,0.4,122.0
20260813,601860.SH,紫金银行,农商行,一般,2.54,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.83,7.47,7.43,2.481,2.222,2.222,2.322,等待 · 需跌8.6%,3.94,0.45,93.0
20260813,601916.SH,浙商银行,股份行,一般,2.93,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.51,6.22,6.2,3.001,2.62,2.62,2.751,等待 · 需跌6.1%,4.47,0.44,805.0
20260813,002958.SZ,青农商行,农商行,一般,2.96,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.09,5.26,5.15,3.242,2.667,2.667,2.787,等待 · 需跌5.8%,4.05,0.43,164.0
20260813,600928.SH,西安银行,城商行,一般,3.54,6.67,4.5,0.1,2025,0.6,0.573,0.5943066129273026,6.18,5.94,5.84,3.822,2.222,2.222,2.322,等待 · 需跌34.4%,2.82,0.44,157.0
20260813,601658.SH,邮储银行,国有大行,一般,4.95,6.67,5.0,0.2183,2025,0.73,0.758,0.7196618057616758,6.53,6.8,6.76,5.056,4.366,4.366,4.584,等待 · 需跌7.4%,4.41,0.58,5945.0
20260813,002948.SZ,青岛银行,城商行,一般,5.74,6.67,4.5,0.18,2025,0.85,0.89,0.9756788710907704,6.45,6.44,6.13,5.936,4.0,4.0,4.18,等待 · 需跌27.2%,3.14,0.79,334.0
20260813,601988.SH,中国银行,国有大行,一般,5.95,6.67,5.5,0.2263,2025,0.74,0.762,0.7504961513372471,7.81,7.89,7.82,5.083,4.115,4.115,4.341,等待 · 需跌27.0%,3.8,0.7,19172.0
20260813,601665.SH,齐鲁银行,城商行,一般,6.25,6.67,4.5,0.2492,2025,1.0,1.13,1.1195690464262467,5.53,6.73,6.51,7.537,5.538,5.538,5.787,等待 · 需跌7.4%,3.99,0.76,385.0
20260813,601288.SH,农业银行,国有大行,一般,6.56,6.67,5.5,0.2495,2025,0.78,0.814,0.8164032608695653,8.06,7.89,7.8,5.429,4.536,4.536,4.785,等待 · 需跌27.1%,3.8,0.81,22959.0
20260813,601328.SH,交通银行,国有大行,一般,6.93,6.67,5.5,0.3247,2025,1.08,1.12,1.0759137393025975,6.19,6.4,6.35,7.47,5.904,5.904,6.229,等待 · 需跌10.1%,4.69,0.53,6124.0
20260813,601187.SH,厦门银行,城商行,一般,7.4,6.67,4.5,0.25,2025,0.9,0.947,0.9292468398876405,7.81,7.41,7.28,6.316,5.556,5.556,5.806,等待 · 需跌21.5%,3.38,0.72,195.0
20260813,601398.SH,工商银行,国有大行,一般,7.6,6.67,5.5,0.3103,2025,1.0,1.009,1.0129425182986922,7.53,7.35,7.29,6.73,5.642,5.642,5.952,等待 · 需跌21.7%,4.08,0.69,27087.0
20260813,002966.SZ,苏州银行,城商行,一般,8.44,6.67,4.5,0.36,2025,1.14,1.332,1.2068963541739957,6.34,7.05,6.89,8.884,8.0,8.0,8.36,等待 · 需跌0.9%,4.27,0.73,377.0
20260813,600000.SH,浦发银行,股份行,一般,9.18,6.67,5.0,0.42,2025,1.52,1.306,1.5342634881255002,7.03,6.11,6.08,8.711,8.4,8.4,8.82,等待 · 需跌3.9%,4.58,0.41,3057.0
20260813,601939.SH,建设银行,国有大行,一般,10.3,6.67,5.5,0.3887,2025,1.3,1.353,1.329716103402239,7.61,7.95,7.88,9.025,7.067,7.067,7.456,等待 · 需跌27.6%,1.97,0.76,26945.0
20260813,601963.SH,重庆银行,城商行,一般,10.95,6.67,4.5,0.4481,2025,1.53,1.543,1.6007651673477432,7.1,7.02,6.82,10.292,9.958,9.958,10.406,等待 · 需跌5.0%,3.98,0.68,397.0
