trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260917,002839.SZ,张家港行,农商行,一般,4.33,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.31,5.35,5.28,5.443,4.889,4.889,5.109,射击范围,5.08,0.55,106.0
20260917,601997.SH,贵阳银行,城商行,一般,5.59,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.5,3.89,3.98,8.277,6.667,6.667,6.967,射击范围,5.37,0.31,204.0
20260917,600015.SH,华夏银行,股份行,一般,6.27,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.65,3.67,3.98,11.466,8.4,8.4,8.82,射击范围,6.7,0.31,998.0
20260917,601128.SH,常熟银行,农商行,优秀,6.32,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.31,5.46,5.21,11.244,7.714,7.714,7.984,射击范围,1.73,0.7,231.0
20260917,600919.SH,江苏银行,城商行,优秀,12.04,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.25,6.4,6.11,14.78,14.103,14.103,14.667,射击范围,4.68,0.81,2209.0
20260917,601166.SH,兴业银行,股份行,优秀,17.75,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.38,4.85,4.98,25.288,26.65,25.288,26.354,射击范围,6.01,0.45,3756.0
20260917,600036.SH,招商银行,股份行,优秀,40.6,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.61,6.82,6.75,47.14,57.6,47.14,49.156,射击范围,4.97,0.89,10239.0
20260917,601077.SH,渝农商行,农商行,一般,6.55,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,5.97,6.13,5.91,7.324,6.418,6.418,6.739,参考上车,4.9,0.53,744.0
20260917,601009.SH,南京银行,城商行,优秀,11.77,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.3,6.67,6.37,14.32,11.759,11.759,12.288,参考上车,4.5,0.75,1455.0
20260917,002936.SZ,郑州银行,城商行,一般,1.74,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,20.71,8.35,8.14,0.56,0.444,0.444,0.464,等待 · 需跌73.3%,,0.34,158.0
20260917,001227.SZ,兰州银行,城商行,一般,2.12,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.07,6.48,6.78,2.001,1.778,1.778,1.858,等待 · 需跌12.4%,3.77,0.39,121.0
20260917,601860.SH,紫金银行,农商行,一般,2.59,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.96,7.62,7.44,2.481,2.222,2.222,2.322,等待 · 需跌10.3%,3.86,0.46,95.0
20260917,601916.SH,浙商银行,股份行,一般,2.92,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.49,6.2,6.13,3.001,2.62,2.62,2.751,等待 · 需跌5.8%,4.49,0.44,802.0
20260917,002958.SZ,青农商行,农商行,一般,2.96,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.09,5.26,5.16,3.242,2.667,2.667,2.787,等待 · 需跌5.8%,4.05,0.43,164.0
20260917,601818.SH,光大银行,股份行,一般,3.05,6.67,5.0,0.081,2026,0.58,0.54,0.5532584083401892,5.65,4.64,5.47,3.602,1.62,1.62,1.701,等待 · 需跌44.2%,5.74,0.35,1802.0
20260917,600928.SH,西安银行,城商行,一般,3.54,6.67,4.5,0.1,2025,0.6,0.573,0.5943066129273026,6.18,5.94,5.87,3.822,2.222,2.222,2.322,等待 · 需跌34.4%,2.82,0.43,157.0
20260917,600016.SH,民生银行,股份行,一般,3.55,6.67,5.0,0.118,2026,0.63,0.613,0.6122573723591549,5.79,5.09,5.41,4.089,2.36,2.36,2.478,等待 · 需跌30.2%,4.82,0.27,1554.0
20260917,002807.SZ,江阴银行,农商行,一般,4.19,6.67,4.5,0.1,2026,0.8326,0.9488,0.9147799619337373,4.42,5.54,5.48,6.329,2.222,2.222,2.322,等待 · 需跌44.6%,4.77,0.56,113.0
20260917,603323.SH,苏农银行,农商行,一般,4.46,6.67,4.5,0.1,2026,1.01,1.198,1.1394233482761618,3.72,4.85,4.76,7.991,2.222,2.222,2.322,等待 · 需跌47.9%,4.28,0.5,99.0
20260917,601528.SH,瑞丰银行,农商行,一般,5.05,6.67,4.5,0.1,2026,1.0,1.009,1.0350407790721745,5.0,5.04,5.02,6.73,2.222,2.222,2.322,等待 · 需跌54.0%,6.14,0.49,99.0
20260917,601658.SH,邮储银行,国有大行,一般,5.38,6.67,5.0,0.133,2026,0.73,0.758,0.7196618057616758,7.1,7.39,7.2,5.056,2.66,2.66,2.793,等待 · 需跌48.1%,4.06,0.62,6461.0
20260917,601169.SH,北京银行,城商行,一般,5.54,6.67,5.0,0.13,2026,0.78,0.861,0.7366362141753192,6.43,5.83,5.6,5.743,2.6,2.6,2.73,等待 · 需跌50.7%,5.02,0.41,1171.0
20260917,600908.SH,无锡银行,农商行,一般,5.84,6.67,4.5,0.24,2025,1.01,1.068,1.0732905940153838,5.47,5.55,5.46,7.124,5.333,5.333,5.573,等待 · 需跌4.6%,4.11,0.54,128.0
20260917,002948.SZ,青岛银行,城商行,一般,6.02,6.67,4.5,0.18,2025,0.85,0.89,0.9756788710907704,6.76,6.75,6.1,5.936,4.0,4.0,4.18,等待 · 需跌30.6%,2.99,0.8,350.0
20260917,601988.SH,中国银行,国有大行,一般,6.58,6.67,5.5,0.119,2026,0.74,0.762,0.7504961513372471,8.64,8.72,8.51,5.083,2.164,2.164,2.283,等待 · 需跌65.3%,3.44,0.77,21202.0
20260917,601288.SH,农业银行,国有大行,一般,6.89,6.67,5.5,0.1297,2026,0.78,0.814,0.8164032608695653,8.46,8.29,8.09,5.429,2.358,2.358,2.488,等待 · 需跌63.9%,3.62,0.84,24114.0
20260917,601665.SH,齐鲁银行,城商行,一般,6.89,6.67,4.5,0.2492,2025,1.0,1.13,1.1195690464262467,6.1,7.42,6.89,7.537,5.538,5.538,5.787,等待 · 需跌16.0%,3.62,0.82,424.0
20260917,601187.SH,厦门银行,城商行,一般,6.99,6.67,4.5,0.25,2025,0.9,0.947,0.9292468398876405,7.38,7.0,6.78,6.316,5.556,5.556,5.806,等待 · 需跌16.9%,3.58,0.67,184.0
20260917,601328.SH,交通银行,国有大行,一般,7.58,6.67,5.5,0.168,2026,1.08,1.12,1.0759137393025975,6.77,7.0,6.87,7.47,3.055,3.055,3.223,等待 · 需跌57.5%,4.28,0.57,6698.0
20260917,601398.SH,工商银行,国有大行,一般,8.14,6.67,5.5,0.1511,2026,1.0,1.009,1.0129425182986922,8.07,7.87,7.75,6.73,2.747,2.747,2.898,等待 · 需跌64.4%,3.81,0.73,29011.0
20260917,601825.SH,沪农商行,农商行,一般,8.69,6.67,5.0,0.2499,2026,1.28,1.365,1.3365213558831461,6.37,6.81,6.77,9.105,4.998,4.998,5.248,等待 · 需跌39.6%,5.01,0.63,838.0
20260917,601998.SH,中信银行,股份行,一般,8.94,6.67,5.0,0.203,2026,1.2,1.275,1.233911969232093,7.01,7.04,6.93,8.504,4.06,4.06,4.263,等待 · 需跌52.3%,4.26,0.67,4975.0
20260917,002966.SZ,苏州银行,城商行,一般,9.03,6.67,4.5,0.36,2025,1.14,1.332,1.2068963541739957,6.78,7.55,7.19,8.884,8.0,8.0,8.36,等待 · 需跌7.4%,3.99,0.76,404.0
20260917,600000.SH,浦发银行,股份行,一般,9.06,6.67,5.0,0.42,2025,1.52,1.306,1.5342634881255002,6.94,6.03,5.89,8.711,8.4,8.4,8.82,等待 · 需跌2.6%,4.64,0.4,3018.0
20260917,601229.SH,上海银行,城商行,一般,9.59,6.67,5.0,0.3,2026,1.65,1.684,1.695587498343932,5.69,5.63,5.62,11.232,6.0,6.0,6.3,等待 · 需跌34.3%,5.42,0.53,1363.0
20260917,601577.SH,长沙银行,城商行,优秀,9.81,7.67,4.0,0.22,2026,1.93,2.054,2.039501975161973,4.78,4.87,4.74,15.754,5.5,5.5,5.72,等待 · 需跌41.7%,4.38,0.52,395.0
20260917,601939.SH,建设银行,国有大行,一般,10.91,6.67,5.5,0.201,2026,1.3,1.353,1.329716103402239,8.06,8.42,8.24,9.025,3.655,3.655,3.856,等待 · 需跌64.7%,1.86,0.8,28541.0
20260917,601963.SH,重庆银行,城商行,一般,11.03,6.67,4.5,0.4481,2025,1.53,1.543,1.6007651673477432,7.15,7.07,6.69,10.292,9.958,9.958,10.406,等待 · 需跌5.7%,3.95,0.67,400.0
20260917,000001.SZ,平安银行,股份行,一般,11.61,6.67,4.0,0.249,2026,2.07,2.269,2.180098035232008,5.12,5.28,5.18,15.134,6.225,6.225,6.474,等待 · 需跌44.2%,5.13,0.48,2253.0
20260917,600926.SH,杭州银行,城商行,优秀,17.13,7.67,3.5,0.46,2026,2.66,3.205,3.124812035915901,5.34,6.53,6.15,24.582,13.143,13.143,13.603,等待 · 需跌20.6%,3.85,0.86,1242.0
20260917,601838.SH,成都银行,城商行,优秀,19.82,7.67,4.0,0.489,2026,3.07,3.593,3.401342838909272,5.52,6.32,6.19,27.558,12.225,12.225,12.714,等待 · 需跌35.9%,4.65,0.91,840.0
20260917,002142.SZ,宁波银行,城商行,优秀,34.59,7.67,3.0,0.4,2026,4.29,4.567,4.6425832411471735,7.57,7.79,7.34,35.029,13.333,13.333,13.733,等待 · 需跌60.3%,3.47,0.94,2284.0
