trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260909,002839.SZ,张家港行,农商行,一般,4.48,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.49,5.53,5.46,5.443,4.889,4.889,5.109,射击范围,4.91,0.57,110.0
20260909,601997.SH,贵阳银行,城商行,一般,5.64,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.54,3.93,4.02,8.277,6.667,6.667,6.967,射击范围,5.32,0.31,206.0
20260909,600015.SH,华夏银行,股份行,一般,6.35,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.69,3.72,4.03,11.466,8.4,8.4,8.82,射击范围,6.61,0.32,1011.0
20260909,601128.SH,常熟银行,农商行,优秀,6.41,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.37,5.54,5.28,11.244,7.714,7.714,7.984,射击范围,1.7,0.71,234.0
20260909,600919.SH,江苏银行,城商行,优秀,12.33,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.4,6.56,6.26,14.78,14.103,14.103,14.667,射击范围,4.57,0.83,2263.0
20260909,601166.SH,兴业银行,股份行,优秀,18.11,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.49,4.95,5.08,25.288,26.65,25.288,26.354,射击范围,5.89,0.46,3833.0
20260909,600036.SH,招商银行,股份行,优秀,41.0,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.67,6.89,6.82,47.14,57.6,47.14,49.156,射击范围,4.92,0.9,10340.0
20260909,601009.SH,南京银行,城商行,优秀,12.02,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.44,6.81,6.51,14.32,11.759,11.759,12.288,参考上车,4.4,0.77,1486.0
20260909,002936.SZ,郑州银行,城商行,一般,1.8,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.43,8.64,8.42,0.56,0.444,0.444,0.464,等待 · 需跌74.2%,,0.35,164.0
20260909,001227.SZ,兰州银行,城商行,一般,2.17,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.23,6.63,6.95,2.001,1.778,1.778,1.858,等待 · 需跌14.4%,3.69,0.4,124.0
