trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260918,002839.SZ,张家港行,农商行,一般,4.3,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.27,5.31,5.24,5.443,4.889,4.889,5.109,射击范围,5.12,0.55,105.0
20260918,601997.SH,贵阳银行,城商行,一般,5.58,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.5,3.89,3.97,8.277,6.667,6.667,6.967,射击范围,5.38,0.31,204.0
20260918,600015.SH,华夏银行,股份行,一般,6.23,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.62,3.65,3.95,11.466,8.4,8.4,8.82,射击范围,6.74,0.31,992.0
20260918,601128.SH,常熟银行,农商行,优秀,6.27,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.28,5.42,5.16,11.244,7.714,7.714,7.984,射击范围,1.74,0.7,229.0
20260918,600919.SH,江苏银行,城商行,优秀,12.17,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.32,6.47,6.18,14.78,14.103,14.103,14.667,射击范围,4.63,0.82,2233.0
20260918,601166.SH,兴业银行,股份行,优秀,17.78,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.39,4.86,4.99,25.288,26.65,25.288,26.354,射击范围,6.0,0.45,3763.0
20260918,600036.SH,招商银行,股份行,优秀,40.59,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.6,6.82,6.75,47.14,57.6,47.14,49.156,射击范围,4.97,0.89,10237.0
20260918,601077.SH,渝农商行,农商行,一般,6.53,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,5.95,6.11,5.89,7.324,6.418,6.418,6.739,参考上车,4.91,0.53,742.0
20260918,601009.SH,南京银行,城商行,优秀,11.8,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.32,6.69,6.39,14.32,11.759,11.759,12.288,参考上车,4.48,0.76,1459.0
20260918,002936.SZ,郑州银行,城商行,一般,1.74,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,20.71,8.35,8.14,0.56,0.444,0.444,0.464,等待 · 需跌73.3%,,0.34,158.0
20260918,001227.SZ,兰州银行,城商行,一般,2.11,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.03,6.44,6.75,2.001,1.778,1.778,1.858,等待 · 需跌11.9%,3.79,0.39,120.0
20260918,601860.SH,紫金银行,农商行,一般,2.57,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.91,7.56,7.38,2.481,2.222,2.222,2.322,等待 · 需跌9.6%,3.89,0.45,94.0
20260918,601916.SH,浙商银行,股份行,一般,2.9,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.44,6.16,6.09,3.001,2.62,2.62,2.751,等待 · 需跌5.1%,4.52,0.44,796.0
20260918,002958.SZ,青农商行,农商行,一般,2.96,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.09,5.26,5.16,3.242,2.667,2.667,2.787,等待 · 需跌5.8%,4.05,0.43,164.0
