trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260902,002839.SZ,张家港行,农商行,一般,4.37,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.36,5.4,5.33,5.443,4.889,4.889,5.109,射击范围,5.03,0.56,107.0
20260902,601997.SH,贵阳银行,城商行,一般,5.59,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.5,3.89,3.98,8.277,6.667,6.667,6.967,射击范围,5.37,0.31,204.0
20260902,600015.SH,华夏银行,股份行,一般,6.23,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.62,3.65,3.95,11.466,8.4,8.4,8.82,射击范围,6.74,0.31,992.0
20260902,601128.SH,常熟银行,农商行,优秀,6.34,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.32,5.48,5.22,11.244,7.714,7.714,7.984,射击范围,3.87,0.7,231.0
20260902,600919.SH,江苏银行,城商行,优秀,12.24,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.35,6.51,6.22,14.78,14.103,14.103,14.667,射击范围,4.61,0.83,2246.0
20260902,601166.SH,兴业银行,股份行,优秀,17.9,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.43,4.89,5.02,25.288,26.65,25.288,26.354,射击范围,5.96,0.45,3788.0
20260902,600036.SH,招商银行,股份行,优秀,40.87,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.65,6.86,6.79,47.14,57.6,47.14,49.156,射击范围,4.93,0.9,10307.0
20260902,601009.SH,南京银行,城商行,优秀,11.87,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.36,6.73,6.43,14.32,11.759,11.759,12.288,参考上车,4.46,0.76,1468.0
20260902,002936.SZ,郑州银行,城商行,一般,1.79,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.31,8.59,8.37,0.56,0.444,0.444,0.464,等待 · 需跌74.1%,,0.35,163.0
20260902,001227.SZ,兰州银行,城商行,一般,2.16,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.2,6.6,6.91,2.001,1.778,1.778,1.858,等待 · 需跌14.0%,3.7,0.4,123.0
20260902,601860.SH,紫金银行,农商行,一般,2.64,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,7.1,7.77,7.58,2.481,2.222,2.222,2.322,等待 · 需跌12.0%,3.79,0.46,97.0
20260902,601916.SH,浙商银行,股份行,一般,2.97,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.6,6.31,6.23,3.001,2.62,2.62,2.751,等待 · 需跌7.4%,4.41,0.45,816.0
20260902,002958.SZ,青农商行,农商行,一般,2.99,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.15,5.31,5.21,3.242,2.667,2.667,2.787,等待 · 需跌6.8%,4.01,0.43,166.0
20260902,601818.SH,光大银行,股份行,一般,3.05,6.67,5.0,0.081,2026,0.58,0.54,0.5532584083401892,5.65,4.64,5.47,3.602,1.62,1.62,1.701,等待 · 需跌44.2%,5.74,0.35,1802.0
20260902,600928.SH,西安银行,城商行,一般,3.56,6.67,4.5,0.1,2025,0.6,0.573,0.5943066129273026,6.21,5.97,5.9,3.822,2.222,2.222,2.322,等待 · 需跌34.8%,2.81,0.44,158.0
20260902,600016.SH,民生银行,股份行,一般,3.6,6.67,5.0,0.118,2026,0.63,0.613,0.6122573723591549,5.87,5.16,5.49,4.089,2.36,2.36,2.478,等待 · 需跌31.2%,5.25,0.27,1576.0
20260902,002807.SZ,江阴银行,农商行,一般,4.16,6.67,4.5,0.1,2026,0.8326,0.9488,0.9147799619337373,4.38,5.5,5.44,6.329,2.222,2.222,2.322,等待 · 需跌44.2%,4.81,0.55,113.0
20260902,603323.SH,苏农银行,农商行,一般,4.48,6.67,4.5,0.1,2026,1.01,1.198,1.1394233482761618,3.74,4.87,4.79,7.991,2.222,2.222,2.322,等待 · 需跌48.2%,4.26,0.5,99.0
20260902,601528.SH,瑞丰银行,农商行,一般,5.17,6.67,4.5,0.1,2026,1.0,1.009,1.0350407790721745,5.12,5.16,5.14,6.73,2.222,2.222,2.322,等待 · 需跌55.1%,4.06,0.5,101.0
20260902,601169.SH,北京银行,城商行,一般,5.54,6.67,5.0,0.13,2026,0.78,0.861,0.7366362141753192,6.43,5.83,5.6,5.743,2.6,2.6,2.73,等待 · 需跌50.7%,5.02,0.41,1171.0
20260902,601658.SH,邮储银行,国有大行,一般,5.56,6.67,5.0,0.133,2026,0.73,0.758,0.7196618057616758,7.34,7.64,7.45,5.056,2.66,2.66,2.793,等待 · 需跌49.8%,3.93,0.64,6677.0
20260902,600908.SH,无锡银行,农商行,一般,5.72,6.67,4.5,0.24,2025,1.01,1.068,1.0732905940153838,5.36,5.44,5.35,7.124,5.333,5.333,5.573,等待 · 需跌2.6%,4.2,0.52,126.0
