trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260818,601818.SH,光大银行,股份行,一般,2.98,6.67,5.0,0.175,2025,0.58,0.54,0.5532584083401892,5.52,4.54,4.66,3.602,3.5,3.5,3.675,射击范围,5.87,0.35,1761.0
20260818,600016.SH,民生银行,股份行,一般,3.39,6.67,5.0,0.189,2025,0.63,0.613,0.6122573723591549,5.53,4.86,5.06,4.089,3.78,3.78,3.969,射击范围,5.58,0.26,1484.0
20260818,002807.SZ,江阴银行,农商行,一般,3.9,6.67,4.5,0.22,2025,0.8326,0.9488,0.9147799619337373,4.11,5.15,5.13,6.329,4.889,4.889,5.109,射击范围,5.13,0.53,106.0
20260818,603323.SH,苏农银行,农商行,一般,4.15,6.67,4.5,0.21,2025,1.01,1.198,1.1394233482761618,3.46,4.51,4.46,7.991,4.667,4.667,4.877,射击范围,4.6,0.48,92.0
20260818,002839.SZ,张家港行,农商行,一般,4.25,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.21,5.25,5.21,5.443,4.889,4.889,5.109,射击范围,5.18,0.54,104.0
20260818,601169.SH,北京银行,城商行,一般,4.96,6.67,5.0,0.278,2025,0.78,0.861,0.7366362141753192,5.76,5.22,5.11,5.743,5.56,5.56,5.838,射击范围,5.6,0.37,1049.0
20260818,600908.SH,无锡银行,农商行,一般,5.32,6.67,4.5,0.24,2025,1.01,1.068,1.0732905940153838,4.98,5.06,5.02,7.124,5.333,5.333,5.573,射击范围,4.51,0.5,117.0
20260818,601997.SH,贵阳银行,城商行,一般,5.61,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.52,3.91,3.88,8.277,6.667,6.667,6.967,射击范围,5.35,0.31,205.0
20260818,601128.SH,常熟银行,农商行,优秀,6.12,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.17,5.29,5.14,11.244,7.714,7.714,7.984,射击范围,4.01,0.7,223.0
20260818,600015.SH,华夏银行,股份行,一般,6.59,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.83,3.86,3.87,11.466,8.4,8.4,8.82,射击范围,6.37,0.33,1049.0
20260818,601825.SH,沪农商行,农商行,一般,8.56,6.67,5.0,0.435,2025,1.28,1.365,1.3365213558831461,6.27,6.7,6.69,9.105,8.7,8.7,9.135,射击范围,5.08,0.63,826.0
20260818,601577.SH,长沙银行,城商行,优秀,9.22,7.67,4.0,0.43000000000000005,2025,1.93,2.054,2.039501975161973,4.49,4.57,4.5,15.754,10.75,10.75,11.18,射击范围,4.66,0.5,371.0
20260818,601229.SH,上海银行,城商行,一般,9.53,6.67,5.0,0.52,2025,1.65,1.684,1.695587498343932,5.66,5.6,5.59,11.232,10.4,10.4,10.92,射击范围,5.46,0.54,1354.0
20260818,000001.SZ,平安银行,股份行,一般,11.05,6.67,4.0,0.596,2025,2.07,2.269,2.180098035232008,4.87,5.03,4.93,15.134,14.9,14.9,15.496,射击范围,5.39,0.46,2144.0
20260818,601009.SH,南京银行,城商行,优秀,11.47,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.14,6.5,6.36,14.32,11.759,11.759,12.288,射击范围,4.61,0.75,1418.0
20260818,600919.SH,江苏银行,城商行,优秀,11.71,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.08,6.23,6.09,14.78,14.103,14.103,14.667,射击范围,4.82,0.81,2149.0
20260818,600926.SH,杭州银行,城商行,优秀,16.56,7.67,3.5,0.66,2025,2.66,3.205,3.124812035915901,5.17,6.31,6.11,24.582,18.857,18.857,19.517,射击范围,3.99,0.86,1200.0
20260818,601166.SH,兴业银行,股份行,优秀,17.85,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.41,4.88,4.87,25.288,26.65,25.288,26.354,射击范围,5.97,0.46,3778.0
20260818,601838.SH,成都银行,城商行,优秀,18.0,7.67,4.0,0.921,2025,3.07,3.593,3.401342838909272,5.01,5.74,5.68,27.558,23.025,23.025,23.946,射击范围,5.12,0.83,763.0
20260818,002142.SZ,宁波银行,城商行,优秀,32.46,7.67,3.0,1.2,2025,4.29,4.567,4.6425832411471735,7.11,7.31,7.12,35.029,40.0,35.029,36.229,射击范围,3.7,0.92,2144.0
20260818,600036.SH,招商银行,股份行,优秀,38.29,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.23,6.43,6.41,47.14,57.6,47.14,49.156,射击范围,5.27,0.85,9657.0
20260818,601528.SH,瑞丰银行,农商行,一般,4.85,6.67,4.5,0.21,2025,1.0,1.009,1.0350407790721745,4.81,4.84,4.85,6.73,4.667,4.667,4.877,参考上车,4.33,0.47,95.0
20260818,601077.SH,渝农商行,农商行,一般,6.63,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,6.04,6.21,6.11,7.324,6.418,6.418,6.739,参考上车,4.84,0.55,753.0
20260818,601998.SH,中信银行,股份行,一般,7.81,6.67,5.0,0.381,2025,1.2,1.275,1.233911969232093,6.13,6.15,6.1,8.504,7.62,7.62,8.001,参考上车,4.88,0.59,4346.0
20260818,002936.SZ,郑州银行,城商行,一般,1.75,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,20.83,8.4,8.16,0.56,0.444,0.444,0.464,等待 · 需跌73.5%,,0.34,159.0
20260818,001227.SZ,兰州银行,城商行,一般,2.11,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.03,6.44,6.54,2.001,1.778,1.778,1.858,等待 · 需跌11.9%,3.79,0.39,120.0
20260818,601860.SH,紫金银行,农商行,一般,2.52,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.77,7.41,7.37,2.481,2.222,2.222,2.322,等待 · 需跌7.9%,3.97,0.45,92.0
20260818,601916.SH,浙商银行,股份行,一般,2.9,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.44,6.16,6.14,3.001,2.62,2.62,2.751,等待 · 需跌5.1%,4.52,0.43,796.0
20260818,002958.SZ,青农商行,农商行,一般,2.92,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.01,5.19,5.08,3.242,2.667,2.667,2.787,等待 · 需跌4.6%,4.11,0.43,162.0
20260818,600928.SH,西安银行,城商行,一般,3.5,6.67,4.5,0.1,2025,0.6,0.573,0.5943066129273026,6.11,5.87,5.77,3.822,2.222,2.222,2.322,等待 · 需跌33.7%,2.86,0.43,156.0
20260818,601658.SH,邮储银行,国有大行,一般,4.93,6.67,5.0,0.2183,2025,0.73,0.758,0.7196618057616758,6.5,6.77,6.74,5.056,4.366,4.366,4.584,等待 · 需跌7.0%,4.43,0.57,5921.0
20260818,002948.SZ,青岛银行,城商行,一般,5.75,6.67,4.5,0.18,2025,0.85,0.89,0.9756788710907704,6.46,6.45,6.14,5.936,4.0,4.0,4.18,等待 · 需跌27.3%,3.13,0.79,335.0
20260818,601988.SH,中国银行,国有大行,一般,6.03,6.67,5.5,0.2263,2025,0.74,0.762,0.7504961513372471,7.91,8.0,7.92,5.083,4.115,4.115,4.341,等待 · 需跌28.0%,3.75,0.71,19429.0
20260818,601665.SH,齐鲁银行,城商行,一般,6.4,6.67,4.5,0.2492,2025,1.0,1.13,1.1195690464262467,5.66,6.89,6.67,7.537,5.538,5.538,5.787,等待 · 需跌9.6%,3.89,0.78,394.0
20260818,601288.SH,农业银行,国有大行,一般,6.6,6.67,5.5,0.2495,2025,0.78,0.814,0.8164032608695653,8.11,7.94,7.85,5.429,4.536,4.536,4.785,等待 · 需跌27.5%,3.78,0.82,23099.0
