trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260903,002839.SZ,张家港行,农商行,一般,4.37,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.36,5.4,5.33,5.443,4.889,4.889,5.109,射击范围,5.03,0.56,107.0
20260903,601997.SH,贵阳银行,城商行,一般,5.6,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.51,3.9,3.99,8.277,6.667,6.667,6.967,射击范围,5.36,0.31,205.0
20260903,600015.SH,华夏银行,股份行,一般,6.27,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.65,3.67,3.98,11.466,8.4,8.4,8.82,射击范围,6.7,0.31,998.0
20260903,601128.SH,常熟银行,农商行,优秀,6.37,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.35,5.51,5.25,11.244,7.714,7.714,7.984,射击范围,3.85,0.71,232.0
20260903,600919.SH,江苏银行,城商行,优秀,12.12,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.29,6.45,6.15,14.78,14.103,14.103,14.667,射击范围,4.65,0.82,2224.0
20260903,601166.SH,兴业银行,股份行,优秀,17.93,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.44,4.9,5.03,25.288,26.65,25.288,26.354,射击范围,5.95,0.45,3795.0
20260903,600036.SH,招商银行,股份行,优秀,41.07,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.68,6.9,6.83,47.14,57.6,47.14,49.156,射击范围,4.91,0.9,10358.0
20260903,601009.SH,南京银行,城商行,优秀,11.85,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.35,6.72,6.42,14.32,11.759,11.759,12.288,参考上车,4.47,0.76,1465.0
20260903,002936.SZ,郑州银行,城商行,一般,1.78,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.19,8.54,8.32,0.56,0.444,0.444,0.464,等待 · 需跌73.9%,,0.34,162.0
20260903,001227.SZ,兰州银行,城商行,一般,2.14,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.13,6.54,6.85,2.001,1.778,1.778,1.858,等待 · 需跌13.2%,3.74,0.39,122.0
20260903,601860.SH,紫金银行,农商行,一般,2.64,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,7.1,7.77,7.58,2.481,2.222,2.222,2.322,等待 · 需跌12.0%,3.79,0.46,97.0
