trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260922,002839.SZ,张家港行,农商行,一般,4.28,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.25,5.29,5.22,5.443,4.889,4.889,5.109,射击范围,5.14,0.54,105.0
20260922,601997.SH,贵阳银行,城商行,一般,5.54,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.46,3.86,3.94,8.277,6.667,6.667,6.967,射击范围,5.42,0.31,203.0
20260922,600015.SH,华夏银行,股份行,一般,6.24,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.63,3.65,3.96,11.466,8.4,8.4,8.82,射击范围,6.73,0.31,993.0
20260922,601128.SH,常熟银行,农商行,优秀,6.25,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.26,5.4,5.15,11.244,7.714,7.714,7.984,射击范围,1.75,0.69,228.0
20260922,600919.SH,江苏银行,城商行,优秀,12.09,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.27,6.43,6.14,14.78,14.103,14.103,14.667,射击范围,4.67,0.82,2219.0
20260922,601166.SH,兴业银行,股份行,优秀,17.89,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.43,4.89,5.02,25.288,26.65,25.288,26.354,射击范围,5.96,0.45,3786.0
20260922,600036.SH,招商银行,股份行,优秀,40.82,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.64,6.85,6.79,47.14,57.6,47.14,49.156,射击范围,4.94,0.9,10295.0
20260922,601077.SH,渝农商行,农商行,一般,6.58,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,5.99,6.16,5.93,7.324,6.418,6.418,6.739,参考上车,4.88,0.53,747.0
20260922,601009.SH,南京银行,城商行,优秀,11.77,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.3,6.67,6.37,14.32,11.759,11.759,12.288,参考上车,4.5,0.75,1455.0
20260922,002936.SZ,郑州银行,城商行,一般,1.74,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,20.71,8.35,8.14,0.56,0.444,0.444,0.464,等待 · 需跌73.3%,,0.34,158.0
20260922,001227.SZ,兰州银行,城商行,一般,2.11,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.03,6.44,6.75,2.001,1.778,1.778,1.858,等待 · 需跌11.9%,3.79,0.39,120.0
20260922,601860.SH,紫金银行,农商行,一般,2.56,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.88,7.53,7.35,2.481,2.222,2.222,2.322,等待 · 需跌9.3%,3.91,0.45,94.0
20260922,601916.SH,浙商银行,股份行,一般,2.88,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.4,6.12,6.04,3.001,2.62,2.62,2.751,等待 · 需跌4.5%,4.55,0.44,791.0
20260922,002958.SZ,青农商行,农商行,一般,2.93,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.03,5.2,5.1,3.242,2.667,2.667,2.787,等待 · 需跌4.9%,4.1,0.42,163.0
