trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260901,002839.SZ,张家港行,农商行,一般,4.41,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.4,5.45,5.37,5.443,4.889,4.889,5.109,射击范围,4.99,0.56,108.0
20260901,601997.SH,贵阳银行,城商行,一般,5.62,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.53,3.91,4.0,8.277,6.667,6.667,6.967,射击范围,5.34,0.31,205.0
20260901,600015.SH,华夏银行,股份行,一般,6.32,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.68,3.7,4.01,11.466,8.4,8.4,8.82,射击范围,6.65,0.31,1006.0
20260901,601128.SH,常熟银行,农商行,优秀,6.35,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.33,5.49,5.23,11.244,7.714,7.714,7.984,射击范围,3.87,0.71,232.0
20260901,600919.SH,江苏银行,城商行,优秀,12.29,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.38,6.54,6.24,14.78,14.103,14.103,14.667,射击范围,4.59,0.83,2255.0
20260901,601166.SH,兴业银行,股份行,优秀,17.95,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.44,4.9,5.03,25.288,26.65,25.288,26.354,射击范围,5.94,0.45,3799.0
20260901,600036.SH,招商银行,股份行,优秀,40.86,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.65,6.86,6.79,47.14,57.6,47.14,49.156,射击范围,4.93,0.9,10305.0
20260901,601009.SH,南京银行,城商行,优秀,11.92,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.38,6.76,6.45,14.32,11.759,11.759,12.288,参考上车,4.44,0.76,1474.0
20260901,002936.SZ,郑州银行,城商行,一般,1.81,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.55,8.68,8.46,0.56,0.444,0.444,0.464,等待 · 需跌74.4%,,0.35,165.0
20260901,001227.SZ,兰州银行,城商行,一般,2.18,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.27,6.66,6.98,2.001,1.778,1.778,1.858,等待 · 需跌14.8%,3.67,0.4,124.0
