trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260923,002839.SZ,张家港行,农商行,一般,4.25,6.67,4.5,0.22,2025.0,0.77,0.816,0.7837562159323004,5.21,5.25,5.18,5.443,4.889,4.889,5.109,射击范围,5.18,0.54,104.0
20260923,601997.SH,贵阳银行,城商行,一般,5.52,6.67,4.5,0.3,2025.0,1.37,1.241,1.308965221540114,4.45,3.84,3.93,8.277,6.667,6.667,6.967,射击范围,5.43,0.31,202.0
20260923,601128.SH,常熟银行,农商行,优秀,6.19,7.67,3.5,0.27,2025.0,1.27,1.466,1.4312698412698412,4.22,5.35,5.1,11.244,7.714,7.714,7.984,射击范围,1.76,0.69,226.0
20260923,600015.SH,华夏银行,股份行,一般,6.23,6.67,5.0,0.42000000000000004,2025.0,1.62,1.719,1.6964716499716501,3.62,3.65,3.95,11.466,8.4,8.4,8.82,射击范围,6.74,0.31,992.0
20260923,601009.SH,南京银行,城商行,优秀,11.73,7.67,4.5,0.52915,2025.0,1.76,1.867,1.825312256049961,6.28,6.65,6.35,14.32,11.759,11.759,12.288,射击范围,4.51,0.75,1450.0
20260923,600919.SH,江苏银行,城商行,优秀,12.07,7.67,4.0,0.5641,2025.0,1.76,1.927,1.9454873139680833,6.26,6.42,6.13,14.78,14.103,14.103,14.667,射击范围,4.67,0.82,2215.0
20260923,601166.SH,兴业银行,股份行,优秀,17.87,7.67,4.0,1.0659999999999998,2025.0,3.46,3.297,3.404231397274501,5.42,4.88,5.01,25.288,26.65,25.288,26.354,射击范围,5.97,0.45,3782.0
20260923,600036.SH,招商银行,股份行,优秀,40.6,7.67,3.5,2.016,2025.0,5.7,6.146,6.018823473301402,6.61,6.82,6.75,47.14,57.6,47.14,49.156,射击范围,4.97,0.89,10239.0
20260923,601077.SH,渝农商行,农商行,一般,6.54,6.67,5.0,0.32091000000000003,2025.0,1.05,1.098,1.1102440478777738,5.96,6.12,5.9,7.324,6.418,6.418,6.739,参考上车,4.91,0.53,743.0
20260923,002936.SZ,郑州银行,城商行,一般,1.74,6.67,4.5,0.02,2024.0,0.16,0.084,0.13856684491978608,20.71,8.35,8.14,0.56,0.444,0.444,0.464,等待 · 需跌73.3%,,0.34,158.0
