trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260820,601818.SH,光大银行,股份行,一般,3.02,6.67,5.0,0.175,2025,0.58,0.54,0.5532584083401892,5.59,4.6,4.72,3.602,3.5,3.5,3.675,射击范围,5.79,0.35,1784.0
20260820,600016.SH,民生银行,股份行,一般,3.47,6.67,5.0,0.189,2025,0.63,0.613,0.6122573723591549,5.66,4.97,5.18,4.089,3.78,3.78,3.969,射击范围,5.45,0.26,1519.0
20260820,002807.SZ,江阴银行,农商行,一般,3.97,6.67,4.5,0.22,2025,0.8326,0.9488,0.9147799619337373,4.18,5.24,5.22,6.329,4.889,4.889,5.109,射击范围,5.04,0.54,107.0
20260820,603323.SH,苏农银行,农商行,一般,4.21,6.67,4.5,0.21,2025,1.01,1.198,1.1394233482761618,3.51,4.57,4.53,7.991,4.667,4.667,4.877,射击范围,4.53,0.48,93.0
20260820,002839.SZ,张家港行,农商行,一般,4.36,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.34,5.39,5.35,5.443,4.889,4.889,5.109,射击范围,5.05,0.56,107.0
20260820,601169.SH,北京银行,城商行,一般,5.06,6.67,5.0,0.278,2025,0.78,0.861,0.7366362141753192,5.88,5.33,5.22,5.743,5.56,5.56,5.838,射击范围,5.49,0.38,1070.0
20260820,601997.SH,贵阳银行,城商行,一般,5.75,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.63,4.0,3.98,8.277,6.667,6.667,6.967,射击范围,5.22,0.32,210.0
20260820,601128.SH,常熟银行,农商行,优秀,6.26,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.27,5.41,5.26,11.244,7.714,7.714,7.984,射击范围,3.92,0.71,228.0
20260820,600015.SH,华夏银行,股份行,一般,6.73,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.92,3.94,3.95,11.466,8.4,8.4,8.82,射击范围,6.24,0.33,1071.0
20260820,601577.SH,长沙银行,城商行,优秀,9.54,7.67,4.0,0.43000000000000005,2025,1.93,2.054,2.039501975161973,4.64,4.73,4.66,15.754,10.75,10.75,11.18,射击范围,4.51,0.52,384.0
