trade_date,ts_code,name,type,quality,close,target_pe,target_div_yield,dps_recent_fy,dps_fiscal_year,eps_last_annual,eps_natural_year_est,eps_growth_est,pe_natural_year,pe_static,pe_ttm_ref,pe_price,div_price,base_price,buy_price,signal,dv_ttm_ref,pb_ref,total_mv_yi
20260810,601818.SH,光大银行,股份行,一般,3.05,6.67,5.0,0.175,2025,0.58,0.54,0.5532584083401892,5.65,4.64,4.76,3.602,3.5,3.5,3.675,射击范围,5.74,0.36,1802.0
20260810,600016.SH,民生银行,股份行,一般,3.53,6.67,5.0,0.189,2025,0.63,0.613,0.6122573723591549,5.76,5.06,5.27,4.089,3.78,3.78,3.969,射击范围,5.35,0.27,1546.0
20260810,002807.SZ,江阴银行,农商行,一般,3.98,6.67,4.5,0.22,2025,0.8326,0.9488,0.9147799619337373,4.19,5.26,5.24,6.329,4.889,4.889,5.109,射击范围,5.03,0.54,108.0
20260810,603323.SH,苏农银行,农商行,一般,4.22,6.67,4.5,0.21,2025,1.01,1.198,1.1394233482761618,3.52,4.59,4.54,7.991,4.667,4.667,4.877,射击范围,4.52,0.48,94.0
20260810,002839.SZ,张家港行,农商行,一般,4.36,6.67,4.5,0.22,2025,0.77,0.816,0.7837562159323004,5.34,5.39,5.35,5.443,4.889,4.889,5.109,射击范围,5.05,0.56,107.0
20260810,601169.SH,北京银行,城商行,一般,5.03,6.67,5.0,0.278,2025,0.78,0.861,0.7366362141753192,5.84,5.29,5.18,5.743,5.56,5.56,5.838,射击范围,5.53,0.38,1063.0
20260810,601997.SH,贵阳银行,城商行,一般,5.64,6.67,4.5,0.3,2025,1.37,1.241,1.308965221540114,4.54,3.93,3.9,8.277,6.667,6.667,6.967,射击范围,5.32,0.31,206.0
20260810,601128.SH,常熟银行,农商行,优秀,6.13,7.67,3.5,0.27,2025,1.27,1.466,1.4312698412698412,4.18,5.3,5.15,11.244,7.714,7.714,7.984,射击范围,4.0,0.7,224.0
20260810,600015.SH,华夏银行,股份行,一般,6.76,6.67,5.0,0.42000000000000004,2025,1.62,1.719,1.6964716499716501,3.93,3.96,3.97,11.466,8.4,8.4,8.82,射击范围,6.21,0.33,1076.0
20260810,601998.SH,中信银行,股份行,一般,7.52,6.67,5.0,0.381,2025,1.2,1.275,1.233911969232093,5.9,5.93,5.88,8.504,7.62,7.62,8.001,射击范围,5.07,0.56,4185.0
20260810,601825.SH,沪农商行,农商行,一般,8.24,6.67,5.0,0.435,2025,1.28,1.365,1.3365213558831461,6.04,6.45,6.44,9.105,8.7,8.7,9.135,射击范围,5.28,0.6,795.0
20260810,601577.SH,长沙银行,城商行,优秀,9.22,7.67,4.0,0.43000000000000005,2025,1.93,2.054,2.039501975161973,4.49,4.57,4.5,15.754,10.75,10.75,11.18,射击范围,4.66,0.5,371.0
20260810,601229.SH,上海银行,城商行,一般,9.27,6.67,5.0,0.52,2025,1.65,1.684,1.695587498343932,5.5,5.44,5.43,11.232,10.4,10.4,10.92,射击范围,5.61,0.52,1317.0
20260810,601009.SH,南京银行,城商行,优秀,11.25,7.67,4.5,0.52915,2025,1.76,1.867,1.825312256049961,6.03,6.38,6.24,14.32,11.759,11.759,12.288,射击范围,4.7,0.74,1391.0
20260810,000001.SZ,平安银行,股份行,一般,11.29,6.67,4.0,0.596,2025,2.07,2.269,2.180098035232008,4.98,5.14,5.09,15.134,14.9,14.9,15.496,射击范围,5.28,0.47,2191.0
20260810,600919.SH,江苏银行,城商行,优秀,11.81,7.67,4.0,0.5641,2025,1.76,1.927,1.9454873139680833,6.13,6.28,6.14,14.78,14.103,14.103,14.667,射击范围,4.78,0.82,2167.0
20260810,600926.SH,杭州银行,城商行,优秀,16.1,7.67,3.5,0.66,2025,2.66,3.205,3.124812035915901,5.02,6.13,5.94,24.582,18.857,18.857,19.517,射击范围,4.1,0.83,1167.0
20260810,601838.SH,成都银行,城商行,优秀,18.1,7.67,4.0,0.921,2025,3.07,3.593,3.401342838909272,5.04,5.78,5.71,27.558,23.025,23.025,23.946,射击范围,5.09,0.83,767.0
20260810,601166.SH,兴业银行,股份行,优秀,18.34,7.67,4.0,1.0659999999999998,2025,3.46,3.297,3.404231397274501,5.56,5.01,5.01,25.288,26.65,25.288,26.354,射击范围,5.81,0.47,3881.0
20260810,002142.SZ,宁波银行,城商行,优秀,32.0,7.67,3.0,1.2,2025,4.29,4.567,4.6425832411471735,7.01,7.2,7.02,35.029,40.0,35.029,36.229,射击范围,3.75,0.91,2113.0
20260810,600036.SH,招商银行,股份行,优秀,38.91,7.67,3.5,2.016,2025,5.7,6.146,6.018823473301402,6.33,6.53,6.51,47.14,57.6,47.14,49.156,射击范围,5.18,0.87,9813.0
20260810,600908.SH,无锡银行,农商行,一般,5.42,6.67,4.5,0.24,2025,1.01,1.068,1.0732905940153838,5.07,5.15,5.11,7.124,5.333,5.333,5.573,参考上车,4.43,0.51,119.0
20260810,601077.SH,渝农商行,农商行,一般,6.46,6.67,5.0,0.32091000000000003,2025,1.05,1.098,1.1102440478777738,5.88,6.05,5.96,7.324,6.418,6.418,6.739,参考上车,4.97,0.54,734.0
20260810,002966.SZ,苏州银行,城商行,一般,8.35,6.67,4.5,0.36,2025,1.14,1.332,1.2068963541739957,6.27,6.98,6.82,8.884,8.0,8.0,8.36,参考上车,4.31,0.72,373.0
20260810,002936.SZ,郑州银行,城商行,一般,1.77,6.67,4.5,0.02,2024,0.16,0.084,0.13856684491978608,21.07,8.49,8.25,0.56,0.444,0.444,0.464,等待 · 需跌73.8%,,0.35,161.0
20260810,001227.SZ,兰州银行,城商行,一般,2.15,6.67,4.5,0.08,2025,0.2853,0.3,0.2925186452214695,7.17,6.57,6.66,2.001,1.778,1.778,1.858,等待 · 需跌13.6%,3.72,0.4,122.0
20260810,601860.SH,紫金银行,农商行,一般,2.56,6.67,4.5,0.1,2025,0.34,0.372,0.3269013303769402,6.88,7.53,7.49,2.481,2.222,2.222,2.322,等待 · 需跌9.3%,3.91,0.46,94.0
20260810,601916.SH,浙商银行,股份行,一般,2.91,6.67,5.0,0.131,2025,0.44,0.45,0.41739208598419125,6.47,6.18,6.16,3.001,2.62,2.62,2.751,等待 · 需跌5.5%,4.5,0.44,799.0
20260810,002958.SZ,青农商行,农商行,一般,3.01,6.67,4.5,0.12,2025,0.52,0.486,0.5276282622589327,6.19,5.35,5.23,3.242,2.667,2.667,2.787,等待 · 需跌7.4%,3.99,0.44,167.0
20260810,600928.SH,西安银行,城商行,一般,3.58,6.67,4.5,0.1,2025,0.6,0.573,0.5943066129273026,6.25,6.0,5.91,3.822,2.222,2.222,2.322,等待 · 需跌35.1%,2.79,0.44,159.0
20260810,601528.SH,瑞丰银行,农商行,一般,4.92,6.67,4.5,0.21,2025,1.0,1.009,1.0350407790721745,4.88,4.91,4.92,6.73,4.667,4.667,4.877,等待 · 需跌0.9%,4.27,0.48,97.0
20260810,601658.SH,邮储银行,国有大行,一般,4.96,6.67,5.0,0.2183,2025,0.73,0.758,0.7196618057616758,6.54,6.82,6.78,5.056,4.366,4.366,4.584,等待 · 需跌7.6%,4.4,0.58,5957.0
